교과,학년군,성취기준코드,평가요소,상,중,하
과학,5-6학년군,[6과10-01],▪운동하는 물체의 시간 에 따른 위치 변화를 표현하기,"시간에 따라 위치가 변하는 물체의 운동 실험을 통해 처 음 위치부터 나중 위치까지 표나 그래프로 표현할 수 있 고,","시간에 따라 위치가 변하는 물체의 운동 실험으로 나타 난 위치 변화를 관찰하고 그림이나 간단한 표로 표현할 수 있으며,",운동하는 물체의 위치가 시간에 따라 변화함을 간단한 형태로 그리거나 달라진 점을 말할 수 있다.
과학,5-6학년군,[6과10-02],물체의 이동 거리와 걸린 시간을 측정하기,"속력의 의미와 나타내는 방법을 이해하고,","움직이는 물체의 빠르기를 표현하여 비교할 수 있음을 알고,","물체의 이동 거리와 걸린 시간을 측정할 수 있고, 빠르기 비교하는 과정에 참여할 수 있다."
과학,5-6학년군,[6과10-03],속력과 관련된 교통 안전을 실천하는 마음 가지기,"속력과 관련된 안전장치와 안전 수칙에 대해 조사한 내 용을 다른 사람들과 함께 알고 실천할 수 있도록 보고서 로 정리하여 제시할 수 있고,","속력과 관련된 안전장치와 안전 수칙에 대해 조사한 내 용을 정리하여 작성할 수 있고,","속력과 관련된 안전 장치와 안전 수칙을 조사하고, 교통 안전을 위한 실천 방법을 말할 수 있다."
과학,5-6학년군,[6과11-01],현미경으로 세포 관찰 하기,"현미경으로 식물 세포를 관찰하여 구조와 특징을 설명할 수 있고,",현미경으로 식물 세포를 관찰하여 핵과 세포벽 등을 찾 고 그 특징을 설명할 수 있고 탐구 과정에 호기심을 가지 고 참여할 수 있다.,생물이 세포로 이루어져 있음을 이해하고 현미경 관찰 활동에 참여하여 관찰한 세포의 대략적인 모양을 기록할 수 있다.
과학,5-6학년군,[6과11-02],식물의 각 기관의 구 조 관찰하기,"식물의 각 기관의 구조를 관찰하고,",식물의 각 기관의 구조와 기능을 관찰하고 실험을 수행 하여 그 구조와 기능을 설명할 수 있다.,"식물의 각 기관을 관찰하고, 실험 활동에 참여하여 실험 결과를 기록할 수 있다."
과학,5-6학년군,[6과11-03],제작한 자료를 발표하 고 공유하기,"자신이 관심 있는 식물의 특징을 조사하고 구조와 기능 을 연계하여 설명하는 자료를 제작하며, 친구들과 함",자신이 관심 있는 식물의 구조와 기능의 특징이 드러나 는 자료를 제작하여 친구들과 공유할 수 있다.,식물의 이름과 생김새를 설명하는 자료를 제작하고 친구 들과 공유할 수 있다.
과학,5-6학년군,[6과12-01],하루 동안 태양과 별 의 위치 변화 관찰하 기,"하루 동안 태양과 별의 위치를 일정한 간격으로 관찰하 여 기록하고,","하루 동안 태양과 별의 위치 변화를 관찰하고, 태양과 별 의 위치 변화에 규칙성이 있음을 이해할 수 있다.","하루 동안 태양과 별의 위치 변화를 관찰하고, 위치 변화 에 규칙이 있음을 인식할 수 있다."
과학,5-6학년군,[6과12-02],지구의 자전 개념 이 해하기,"지구의 자전과 관련된 여러 현상이 지구의 자전으로 인 해 일어난다는 것을 이해하고,","지구가 자전한다는 것을 이해하고, 지구본 자전 모형실 험을 통해 낮과 밤이 생기는 이유를 설명할 수 있다.",모형실험을 통해 낮과 밤이 생기는 이유가 지구의 자전 때문임을 이해할 수 있다.
과학,5-6학년군,[6과12-03],지구의 공전 이해하기,"지구의 공전을 이해하고, 천체 관측 프로그램을 활용하 여 계절에 따라 달라지는 별자리를 관찰한 뒤,","지구의 공전을 이해하고, 천체 관측 프로그램을 활용 하여 계절에 따라 달라지는 별자리의 변화를 설명할 수 있다.","천체 관측 프로그램을 활용하여 계절별 별자리를 관찰 하고, 계절에 따라 보이는 별자리가 달라짐을 이해할 수 있다."
국어,5-6학년군,[6국02-04],글쓴이의 관점에 대한 자신의 생각을 비교·대 조 해보기,"글쓴이의 관점을 자신의 생각과 비교·대조하여 설명하 고,","글쓴이의 관점을 자신의 생각과 비교하여 이해하고, 읽은 내용이 문제 해결에 어떻게 도움이 되는지 독서 토의에 참여할 수 있다.","글쓴이의 관점을 이해하고, 읽은 내용과 문제 상황을 연 결하여 문제 해결을 위한 의견을 제시할 수 있다."
국어,5-6학년군,[6국03-03],독서 과정 체험활동에 대한 감상하는 글쓰기,"독서 과정 체험활동에서 느낀 점을 바탕으로 감상하는 글 을 구체적으로 쓰고,","체험활동에서 느낀 점을 바탕으로 감상하는 글을 쓰고, 자신의 글과 친구의 글에 생각과 느낌이 적절히 표현했는 지 살펴볼 수 있다.","체험활동에서 느낀 점을 떠올려 문제 해결을 위한 제안을 써 보고,"
국어,5-6학년군,[6국02-01],이야기를 읽고 중심 사 건과 인물의 말과 행동 간추리기,"이야기를 읽고 중심 사건과 인물의 말과 행동을 핵심만 간추려 정리하며, 이를 바탕으로 이야기의 주제를 분명하 게 파악할 수 있다.","이야기의 중심 사건과 인물의 말과 행동을 간추려 정리하 고, 간추린 내용을 바탕으로 이야기의 주제를 찾아낼 수 있다.","이야기의 중심 사건과 인물의 말과 행동을 찾아 정리해 보고, 이를 바탕으로 이야기의 주제를 생각해 볼 수 있다."
국어,5-6학년군,[6국05-01],▪시나 이야기를 읽고 글 에 포함,"시나 이야기에 사용된 표현 방식과 그 의미를 스스로 추론 하고, 친구들과의 의견 나눔을 바탕으로 작가의 의도를 분명하게 파악할 수 있다.","시나 이야기 속 표현 방식의 의미를 생각해 보고, 친구들 과 의견을 나누며 작가의 의도를 이해할 수 있다.","시나 이야기에서 사용된 표현 방식을 찾아 의미를 생각해 보고, 친구들의 생각을 들으며 작가의 의도를 짐작해 볼 수 있다."
국어,5-6학년군,[6국01-04],▪면담의 목적과 절차를 이해하고 준비·진행·결 과 정리,"면담의 목적과 절차를 분명히 이해하여 질문과 매체를 적 절히 준비하고, 면담 상대를 배려하며 면담에 참여할 수 있다.","면담의 목적과 절차에 따라 질문과 매체를 준비하고, 상 대를 배려하는 태도로 면담에 참여할 수 있다.",안내에 따라 면담의 목적과 절차를 이해하고 질문과 매체 를 준비하여 면담에 참여할 수 있다.
국어,5-6학년군,[6국01-03],▪주제와 관련하여 다양 한 목적에 맞는 질문을 분명하게,"주제와 관련하여 다양한 목적에 맞는 질문을 분명하게 표 현하고,","주제에 맞는 질문을 분명하게 표현하며, 면담 과정을 성 찰하여 잘된 점과 보완할 점에 대해 친구들과 이야기 나눌 수 있다.","주제와 관련된 질문을 만들어 말해 보고, 안내에 따라 면 담 과정을 돌아보며 느낀 점에 대해 친구들과 소감을 나눌 수 있다."
국어,5-6학년군,[6국01-02],"주장하는 말을 듣고 주 장과 이유, 근거를 찾 기","주장하는 말을 들으며 주장을 정확히 파악하고 이유와 근 거를 찾아 정리하며, 제시된 이유와 근거가 주장이 타당 한지 논리적으로 설명할 수 있다.","주장하는 말을 듣고 주장과 이유, 근거를 찾아 정리하고, 제시된 이유와 근거의 타당성을 설명할 수 있다.","주장하는 말을 들으며 주장과 이유, 근거를 찾아 보고, 이 를 바탕으로 이유와 근거가 주장과 어울리는지 설명할 수 있다."
국어,5-6학년군,[6국02-03],"▪글과 자료를 보고 전달 하고자 하는 주장과 이 유,","다양한 자료를 보고 전달하고자 하는 주장과 이유, 근거 를 정확히 파악하고,","다양한 자료에 담긴 주장과 이유, 근거를 파악하고, 제시 된 주장과 이유의 타당성을 친구들과의 토론을 통해 설명 할 수 있다.","다양한 자료를 읽으며 주장과 이유, 근거를 찾아 정리하 고, 내용의 타당성과 표현의 적절성을 친구들과의 토론을 통해 파악할 수 있다."
국어,5-6학년군,[6국06-04],자신의 매체 이용 양상 을 돌아보고 성찰하기,"자신의 매체 이용 양상을 구체적으로 돌아보고,","자신의 매체 이용 양상을 돌아보고, 매체 이용의 장점이 나 개선점을 중심으로 자신의 매체 이용에 대해 성찰할 수 있다.","자신의 매체 이용 양상을 돌아보고, 자신의 매체 이용에 대해 느낀 점을 바탕으로 성찰할 수 있다."
국어,5-6학년군,[6국03-06],자신의 글을 독자와 공 유하려는 태도,매체 이용 양상 실태 보고서 쓰기 활동에 적극적으로 참여 하여 자신의 글을 독자와 공유하고 글을 나누는 과정에서 다른 사람의 생각을 존중하며,"매체 이용 양상 실태 보고서 쓰기 활동에 참여하여 자신의 글을 독자와 공유하고,","매체 이용 양상 실태 보고서 쓰기 활동에 참여하여 자신의 글을 독자와 공유하고, 자신의 생각이나 느낌을 표현하는 태도를 지닌다."
국어,5-6학년군,[6국04-03],고유어와 관용 표현의 쓰임과 가치를 이해하 기,"고유어와 관용 표현의 쓰임과 가치를 정확하게 이해하고, 다양한 상황에 어울리게 고유어와 관용 표현을 적절하게 활용하여 표현할 수 있다.","고유어와 관용 표현의 쓰임과 가치를 이해하고, 상황에 어울리게 고유어와 관용 표현을 활용하여 표현할 수 있다.","고유어와 관용 표현의 기본적인 뜻을 이해하고, 일부 상 황에서 고유어와 관용 표현을 사용하여 간단하게 표현할 수 있다."
국어,5-6학년군,[6국02-02],▪ 문맥을 고려하여 생략 된 내용이나 함,"글의 문맥을 종합적으로 고려하여 생략된 내용이나 함축 된 표현의 의미를 정확하게 추론하고, 그 근거를 분명하 게 설명할 수 있다.","글의 문맥을 고려하여 생략된 내용이나 함축된 표현의 의 미를 추론하고, 그 이유를 설명할 수 있다.",글의 문맥을 고려하여 생략된 내용이나 함축된 표현의 의 미를 추론할 수 있다.
국어,5-6학년군,[6국04-01],▪음성 언어와 문자 언어 의 특성을 바탕으로 매 체,"음성 언어와 문자 언어의 특성을 정확하게 이해하고, 다 양한 매체 자료의 표현 효과를 기준에 따라 판단하며,","음성 언어와 문자 언어의 특성을 이해하고, 매체 자료의 표현 효과를 판단하여 그 이유에 대한 의견을 나눌 수 있다.","음성 언어와 문자 언어의 일부 특성을 이해하고, 매체 자 료의 표현 효과를 간단하게 판단할 수 있다."
국어,5-6학년군,[6국03-04],▪독자와 매체를 고려하 여 기사문에 어울리는 내용,"독자와 매체의 특성을 충분히 고려하여 기사문과 같은 매 체에 적합한 글의 내용을 생성하고,","독자와 매체를 고려하여 기사문과 같은 매체 글의 내용을 생성하고, 알맞은 표현을 사용하여 글을 쓸 수 있다.","독자와 매체를 고려하여 기사문과 같은 매체 글의 내용을 생성하고, 기본적인 표현을 사용하여 글을 쓸 수 있다."
국어,5-6학년군,[6국05-05],▪자신의 경험을 시나 이 야기의 갈래 특성에 맞 게,"자신의 경험을 시나 이야기의 갈래 특성에 맞게 창의적으 로 표현하여, 작품의 의미와 느낌이 잘 드러나도록 나타 낼 수 있다.","자신의 경험을 문학 갈래의 특성을 살려, 시나 이야기로 알맞게 표현할 수 있다.",자신의 경험을 문학 갈래에 맞게 시나 이야기로 표현할 수 있다.
국어,5-6학년군,[6국03-06],이야기 바꾸어 쓰 기 활동에 적극적으 로 참여하는 태도,"이야기 바꾸어 쓰기 활동에 적극적으로 참여하며,","이야기 바꾸어 쓰기 활동에 참여하여, 자신의 글을 독자 와 공유하고 자신의 생각이나 느낌을 표현하는 태도를 지 닌다.","이야기 바꾸어 쓰기 활동에 참여하여, 자신의 글을 독자 와 공유하고 비교적 적절하게 자신의 생각이나 느낌을 표 현하는 태도를 지닌다."
사회,5-6학년군,[6사10-01],▪세계 여러 지역의 지 형 경관과 그에 따른 생활,"세계 여러 지역의 지형 경관의 특징을 분석하고, 세계 여 러 지역에서 나타나는 다양한 삶의 모습을 지형 경관과 관련지어 설명할 수 있다.","세계 여러 지역의 지형 경관을 조사하고, 다양한 삶의 모 습을 설명할 수 있다.","세계 여러 지역의 지형 경관의 특징을 제시하고, 다양한 삶의 모습을 제시할 수 있다."
사회,5-6학년군,[6사10-02],세계의 주요 기후의 특징을 비교하여 설명 하기,"세계의 다양한 기후의 특징을 비교하여 설명하고, 기후 환경과 인간생활 간의 관계를 관련지어 설명할 수 있다.","세계의 다양한 기후의 특징을 설명하고, 기후 환경과 인 간생활 간의 관계를 설명할 수 있다.","세계의 다양한 기후의 특징을 제시하고, 기후 환경과 인 간생활 간의 관계를 말할 수 있다."
